22.28759837,-7.088486323,2.198599981,0.959695748,0.011763474,0.017239006,-0.280265067
22.29003009,-7.088796177,2.198467727,0.95958262,0.008740199,0.018679279,-0.280670426
22.29500889,-7.088838022,2.198543987,0.959674387,0.00928117,0.019607009,-0.280275751
22.29506306,-7.088860479,2.198694872,0.959608151,0.01004604,0.017141217,-0.28063758
22.29995061,-7.089408506,2.198649095,0.959746392,0.01134306,0.013166895,-0.28032986
22.30000073,-7.089086183,2.198701605,0.959562905,0.009741022,0.018201176,-0.280736285
22.3024703,-7.08897752,2.198458439,0.959496047,0.008006329,0.019093907,-0.28096024
22.30499865,-7.089455024,2.198782852,0.960018111,0.011216035,0.020453508,-0.2789643
22.309996,-7.088668539,2.198722504,0.959513509,0.009238872,0.018104231,-0.280928292
22.31003821,-7.088914854,2.198603068,0.959662795,0.009322949,0.017779425,-0.280435901
22.31262462,-7.089039142,2.198924562,0.959622062,0.010820637,0.020796602,-0.280313956
22.31500839,-7.088727846,2.198496751,0.959719305,0.009883722,0.018519518,-0.280175294
22.31748234,-7.089241426,2.198605018,0.960002336,0.009600887,0.018865682,-0.279190659
22.31999818,-7.088744874,2.198705595,0.95951014,0.010316935,0.017649881,-0.280931191
22.32253299,-7.088922268,2.198579186,0.959938365,0.010165599,0.020065916,-0.279306918
22.32515924,-7.088775183,2.198702562,0.959822205,0.010401035,0.019942909,-0.279705976
22.32761965,-7.089399247,2.198699932,0.959760948,0.011126844,0.014897828,-0.280202019
22.33263197,-7.08876662,2.198471036,0.959611929,0.007625585,0.015659873,-0.280787399
22.33268918,-7.088710849,2.198694046,0.959512769,0.009112934,0.018158556,-0.280931427
22.33499757,-7.089102565,2.198776387,0.959660738,0.010208368,0.021236151,-0.280171524
22.33757102,-7.088932945,2.198740759,0.959542093,0.009807841,0.01856452,-0.280781298
22.34000498,-7.088909059,2.19861138,0.959787101,0.010675255,0.015430961,-0.280101132
22.34500716,-7.089165178,2.198612401,0.959920702,0.010605524,0.017891893,-0.279498926
22.34749327,-7.088663853,2.198584812,0.959465189,0.008948643,0.018525129,-0.281075244
22.34753722,-7.089295176,2.198884067,0.959645008,0.010870867,0.021475676,-0.280182222
22.35003341,-7.089346723,2.19886149,0.95904365,0.014141603,0.019283903,-0.282247097
22.35262337,-7.088920445,2.198589809,0.959706846,0.010186691,0.01533708,-0.280399313
22.35500526,-7.089225018,2.198547084,0.959862806,0.011552146,0.017663335,-0.279674718
22.3601295,-7.088333039,2.198487714,0.959550944,0.009802411,0.019204778,-0.280708168
22.36018665,-7.08900307,2.198651631,0.959856844,0.008966129,0.019983627,-0.279633871
22.36512277,-7.088874711,2.198674228,0.959636239,0.01085195,0.01816116,-0.280447316
22.3651772,-7.08871959,2.198553575,0.959851024,0.011746283,0.015181612,-0.279852738
22.36760351,-7.089374709,2.19864562,0.960135503,0.010527726,0.019722379,-0.278639573
22.37003245,-7.088680628,2.198659913,0.959373085,0.008763222,0.01968224,-0.281316723
22.37262611,-7.088724687,2.198616376,0.959895734,0.010323383,0.019076168,-0.279516918
22.37516649,-7.088784738,2.198548887,0.959713918,0.010580614,0.017774494,-0.280216548
22.38003649,-7.08909559,2.198592438,0.959590934,0.01013097,0.018694721,-0.28059421
22.38009019,-7.088773843,2.198686844,0.959829903,0.008106969,0.019690453,-0.279773338
22.38247545,-7.088744053,2.198736946,0.959596694,0.010028215,0.016277589,-0.280728801
22.38512718,-7.088862996,2.198628018,0.959679627,0.009555632,0.017770843,-0.280371005
22.38760403,-7.088756321,2.198624891,0.959413943,0.008943498,0.017102671,-0.281340362
22.39002636,-7.089160511,2.198853149,0.959689957,0.009738208,0.021522542,-0.280066301
22.39263041,-7.088532002,2.198721787,0.95938222,0.009279133,0.017983522,-0.281382739
22.39504021,-7.088950952,2.198693747,0.959666694,0.010251363,0.015992699,-0.280497734
22.4001884,-7.088917194,2.198658667,0.959560517,0.011409148,0.016951092,-0.280759874
22.40024543,-7.088440974,2.198395815,0.959578589,0.009702976,0.018954262,-0.280634138
22.40245162,-7.089203575,2.198770011,0.959773773,0.008488596,0.020317969,-0.279909679
22.40512286,-7.088573755,2.198442266,0.959571383,0.008474601,0.01656032,-0.280849956
22.41002934,-7.088552701,2.198710758,0.959744733,0.012171211,0.015472743,-0.280182983
22.4126074,-7.088772919,2.19862363,0.959802197,0.009508198,0.018233649,-0.279922973
22.41265846,-7.088934736,2.198447473,0.95955465,0.009726621,0.018806661,-0.280725089
22.41500053,-7.088774574,2.19866934,0.959777105,0.010277396,0.018497903,-0.279964483
22.41745868,-7.089054697,2.198510613,0.95999146,0.009701137,0.01789399,-0.279288543
22.42012991,-7.088960933,2.1987523,0.959515125,0.009818487,0.01928375,-0.280824607
22.42253389,-7.089073355,2.198727562,0.959838968,0.008981242,0.019932129,-0.279698414
22.42763078,-7.08886156,2.198589214,0.959684121,0.010572445,0.017153728,-0.280357559
22.42769068,-7.088877955,2.198627905,0.95974662,0.009809372,0.017614464,-0.280142699
22.43003631,-7.08869074,2.198422495,0.959504294,0.007415033,0.016217241,-0.281129026
22.4325748,-7.088939456,2.198868936,0.959575846,0.009846738,0.021757363,-0.280435115
22.43500386,-7.088789157,2.198543419,0.959853156,0.010784138,0.017510399,-0.279748114
22.43756877,-7.089030278,2.198750821,0.959642509,0.010978114,0.015567753,-0.280576872
22.43999646,-7.08878363,2.198599254,0.9597457,0.010397052,0.017119042,-0.28015537
22.44500269,-7.088684589,2.19848426,0.959799537,0.009919008,0.020434294,-0.279765798
22.44505676,-7.088739704,2.198793535,0.959615134,0.008821872,0.019556734,-0.280496888
22.44760845,-7.088862495,2.198525328,0.959590062,0.010287397,0.018408217,-0.280610441
